Predicted_Temperature_C,Actual_Temperature_C
-0.09498927312399502,0.0
-2.66188542205221,-2.7
11.036632448989286,11.0
20.171271387142557,19.8
15.9742111141073,15.5
-0.9105791676846106,-0.9
0.0011525909691580294,0.0
15.618682288534279,15.6
6.854196855342539,6.4
12.661551700233119,13.0
22.144012329383262,23.0
13.717798736064235,14.2
12.692373340485721,12.2
12.500501471762611,12.0
2.98270478496339,3.4
12.860035171992644,12.2
17.547944880884046,17.2
11.8243738617906,12.2
14.519190494180712,14.7
15.339796272715667,15.2
20.291176021537208,20.2
-0.5827782378090434,-1.5
14.24887288437682,14.1
14.463113014900097,15.5
9.406373950929344,9.0
16.83945189990852,17.0
19.771806471652337,19.5
15.348502258317806,16.0
15.614134478279285,15.5
18.72645148088931,19.7
10.19465181369682,9.5
20.782296483099387,21.5
16.715121657191897,16.5
18.04346406264169,18.2
24.43190534177248,24.7
12.971957983455441,12.6
19.147638073099994,18.4
18.73538124532284,19.1
14.20941997725689,14.6
13.749707124672646,13.7
20.293399968180847,20.5
18.381745613043712,18.5
-2.1294061751582043,-3.6
15.299116101093226,15.6
-0.7098124958308699,-1.8
-1.8808850277062097,-2.0
-2.2323827921682917,-3.5
1.1499667062675123,0.7
0.9665997837684366,1.1
15.394967476242147,15.1
20.29522946509381,21.0
-1.2368795313667271,-1.2
-1.8921807910589117,-1.8
16.413465389906012,16.3
-9.152396014824593,-5.9
-2.4150609686316633,-2.9
1.416223678197364,1.7
0.6792461969653726,0.1
2.848368361930548,2.6
0.6363641475654805,1.5
10.88861271745319,10.6
-19.745036964005866,-22.8
-19.659490613721776,-23.7
-18.958674663583043,-21.9
14.380729431957375,14.5
15.485975265797352,16.2
-3.2193129489731116,-5.3
23.159623281771978,24.0
12.56992134231959,12.5
-0.20311804732594638,-2.0
-3.613755085958686,-4.0
0.12955205334798262,0.2
8.698603458588437,9.1
-8.541288047179755,-7.4
0.5476813439277985,0.3
-19.20950560652832,-23.2
3.051279414282273,2.1
1.5792384028771833,2.0
16.91044744437083,17.2
8.490620294019877,9.2
-8.280547868368496,-6.5
1.4939762952470343,0.5
13.706351008049232,13.2
-17.21398351828606,-13.6
9.045141775739268,9.6
11.97949613785745,11.3
19.46963194293864,19.2
2.2062238959758496,2.5
-3.01175199361541,-2.9
8.595040249514765,9.7
2.1286177448055614,2.1
19.229749469178675,20.2
1.882257153640399,2.5
-9.48079654142166,-13.4
0.9787763163064521,1.9
4.415146906366328,4.3
-1.4163917455918327,-0.7
-19.364950153271504,-22.1
16.416623309815627,16.7
-3.959977048766498,-5.0
-0.1762828957082512,-1.0
7.938734495995602,7.5
-4.056694468109317,-6.1
0.09360931146345156,-0.4
17.37709690781012,18.0
11.55101293585544,11.0
-0.35580116788533317,-0.8
-0.21866379868513242,-1.2
10.290257999778207,11.4
15.623275693113554,15.9
17.424027243250112,17.1
-8.339038457594645,-7.2
3.9254572453475522,4.0
17.349879347738025,17.5
1.53101230890908,2.2
2.9995617045254943,2.7
17.454728202315643,17.2
11.766369412519998,11.6
-11.104583862751845,-7.1
3.261042339199848,3.7
9.762247456942383,8.9
19.363640808291777,19.5
9.410216433996947,8.7
6.641904329169418,7.0
0.6173989752772299,0.6
15.431797015838061,15.7
0.664282629047493,0.5
1.4644370783485017,0.7
2.7018416888032157,2.5
18.390288788385703,18.8
11.135582374042484,11.2
22.755977724666906,23.4
14.851633033527817,15.0
2.829466109187335,2.7
6.046875299895597,6.4
7.864638419807211,8.7
4.676940490099951,5.0
7.0356763931519595,7.0
10.001987061725453,10.4
8.348613555404228,8.5
5.411974132474808,5.8
3.6678076146671743,4.1
3.634215685403066,3.9
6.654276220131664,6.9
9.592909138215886,9.4
14.020620665764268,14.1
5.063333265426005,4.8
12.513165117363961,12.4
3.786413454626821,4.3
14.976934051881495,15.2
4.118480987425053,4.2
12.627678121498484,12.1
0.8154685890260867,0.5
14.902726496709818,15.6
9.864095227576641,10.4
8.911508014469277,9.5
9.796110146141078,9.5
13.517057496778953,13.4
12.093525662558037,11.5
8.950696092931942,8.9
12.777447819999006,13.3
13.566575338767688,13.3
5.132959884111544,5.4
7.239947765124474,7.6
7.102984633370864,7.5
7.918582973253186,7.9
12.521117683365318,13.0
7.791135358380153,8.4
11.574261368145079,11.8
11.74533217386779,10.9
4.206764628466812,3.6
11.766691142957676,11.4
17.72292618093958,18.7
12.509539095021337,12.5
10.424677429988762,10.3
12.735748412041255,12.9
16.734595388508893,16.9
8.710439671354461,8.4
16.85009306378292,17.0
13.031212197440123,12.7
4.318464376734016,2.8
4.381850931708511,2.4
11.025354365776625,10.2
3.887111765429694,4.1
