Predicted_Temperature_C,Actual_Temperature_C
0.09099605097252716,0.0
-2.8547043361095112,-2.7
10.69048306891023,11.0
20.727974318220443,19.8
14.504035993389111,15.5
-2.125631559184734,-0.9
-0.2425447725150038,0.0
15.311824624235863,15.6
5.7665741473753345,6.4
12.334086158768311,13.0
20.77219307002864,23.0
13.350373493089064,14.2
12.11893599724304,12.2
12.427636595879376,12.0
3.472556259810714,3.4
12.269537669549582,12.2
17.826672091773286,17.2
12.242058875612276,12.2
13.564429380914692,14.7
15.723444359742485,15.2
21.08113894245524,20.2
-1.1593580039379046,-1.5
13.923628711269595,14.1
12.811409997578947,15.5
9.021311467370088,9.0
17.875544354976117,17.0
19.47783442018084,19.5
15.936574285446488,16.0
15.12491946764171,15.5
19.26873513056921,19.7
9.900887658118679,9.5
21.376936917745734,21.5
16.996987570437405,16.5
18.133351308136053,18.2
25.20999221689336,24.7
13.13523290059751,12.6
18.232361254619033,18.4
19.279645597827923,19.1
14.573523119087492,14.6
13.590056659401842,13.7
21.475340622107744,20.5
18.50183939051187,18.5
-2.72251672477015,-3.6
15.64287991043104,15.6
-1.303300050939559,-1.8
-2.0728590119529633,-2.0
-2.3988038480745804,-3.5
1.4814030206579545,0.7
0.6213275823218821,1.1
14.682004617392613,15.1
20.479556769114517,21.0
-1.0014576616672553,-1.2
-2.2510228489353556,-1.8
16.454656223512867,16.3
-8.693592957616726,-5.9
-3.169372115704471,-2.9
1.49338613829334,1.7
0.3517853711895631,0.1
2.3804111914523616,2.6
0.9042913146567565,1.5
11.26956948502749,10.6
-18.861540834082334,-22.8
-19.822977179608753,-23.7
-20.667388373836392,-21.9
15.111809636560094,14.5
15.97013318258706,16.2
-3.7121150077108473,-5.3
23.643392503013573,24.0
12.428464908293117,12.5
-1.3412891317903,-2.0
-4.6604258993018295,-4.0
0.33614234280137023,0.2
8.901827392099548,9.1
-9.07916103662945,-7.4
0.5949686545460321,0.3
-18.366617341375665,-23.2
2.8485691470931176,2.1
1.6251386705504804,2.0
16.676274801746548,17.2
8.226459425159002,9.2
-9.207686174102436,-6.5
0.6224287220205968,0.5
13.538451207289029,13.2
-17.54270461167173,-13.6
8.895742177771575,9.6
11.419309457657468,11.3
20.738297253043154,19.2
2.2774418991083554,2.5
-3.2745659249575794,-2.9
10.231551721878379,9.7
1.9722853822650213,2.1
19.414800941893372,20.2
2.4492269140418457,2.5
-10.389282666354424,-13.4
1.5459461328237383,1.9
4.609928444421716,4.3
-2.2230532024718075,-0.7
-19.748986241301463,-22.1
17.447838474163884,16.7
-4.849488673666491,-5.0
-1.5266095076002404,-1.0
7.553813136231419,7.5
-4.243065868422639,-6.1
-0.09579593121783936,-0.4
17.860440219961554,18.0
11.110859755635506,11.0
-0.8223529304472987,-0.8
-1.5050635151366485,-1.2
12.77419496336581,11.4
15.936351168303695,15.9
17.289320586782623,17.1
-9.667895660592132,-7.2
3.7343698497778486,4.0
17.950325294639427,17.5
2.0528504008057653,2.2
2.4611047330124154,2.7
17.27050573284769,17.2
11.717053711147994,11.6
-14.736833349419934,-7.1
3.902825899449673,3.7
8.916301660735275,8.9
19.845653077948267,19.5
8.277122404762412,8.7
6.9089304737323065,7.0
0.49584486129526767,0.6
15.735123721504205,15.7
0.43767969369228465,0.5
1.551581856808601,0.7
2.356016728995623,2.5
18.62156548414411,18.8
10.900274026672099,11.2
23.37116005155556,23.4
14.787230070918541,15.0
2.4722013783298777,2.7
6.309608440244286,6.4
8.269149959566915,8.7
4.582318820235583,5.0
7.85365136125218,7.0
10.106932389365491,10.4
8.456309480814703,8.5
5.4528880065353045,5.8
3.1597108171464354,4.1
3.1457414666668715,3.9
5.787056991565658,6.9
10.033850910376136,9.4
14.14444999375204,14.1
4.4651271586205326,4.8
12.14709713752359,12.4
3.4527324817742926,4.3
13.721519376121945,15.2
3.492508571080249,4.2
12.110406689082518,12.1
0.7205769498360036,0.5
15.214666266318511,15.6
10.657574127674916,10.4
9.297862792268186,9.5
10.003236629044844,9.5
13.621146668991376,13.4
11.596345359451055,11.5
8.95941832313535,8.9
13.625045853270562,13.3
13.962807839947308,13.3
4.9559698478766965,5.4
7.448468680736991,7.6
7.805286534618988,7.5
7.933302755075907,7.9
12.876263252420529,13.0
8.217156333407193,8.4
12.870544399941062,11.8
10.796299438263276,10.9
3.6496084327377765,3.6
11.745153866578066,11.4
18.564855745580424,18.7
12.402474757732994,12.5
11.296628560501674,10.3
13.115589087079009,12.9
16.681534901673977,16.9
8.256240623460974,8.4
16.706539108971494,17.0
13.775699674802267,12.7
3.0655977319430834,2.8
2.6519009608124198,2.4
10.417708066719378,10.2
3.762442867922204,4.1
10.594136531047427,10.5
7.819853810594477,7.6
14.556472075163274,13.8
17.323152256619217,17.3
12.160823955630198,12.5
10.090614088214453,10.1
3.1413618807906687,2.7
5.652158517377314,6.0
-2.860750898616713,-2.2
9.41993505696041,9.7
8.469312608382916,8.5
14.525123382950097,14.2
8.96950394223703,9.8
