feature,importance
DEW_C,0.5748295534959691
RH_PCT,0.14986202539290147
LATITUDE,0.11161101893816283
DAY_OF_YEAR,0.05794043326868513
MONTH,0.04330676438654176
SLP_HPA,0.02998420523279919
LONGITUDE,0.014199815014185378
ELEVATION,0.006616770850566712
PRECIP_MM,0.004596716458381367
VIS_M,0.004030475678920655
HOUR,0.0018677617517972322
WIND_SPEED,9.002710172351658E-4
WIND_DIR,2.541885138539663E-4
