fraction,n_rows,rmse,r2
0.1,592489,1.5659464291373535,0.9807815430896072
0.25,1481647,1.5659341216553082,0.98078184518153
0.5,2963286,1.565932386916561,0.9807818877611748
0.75,4445277,1.565931571202766,0.9807819077830804
1.0,5928423,1.5659321401342678,0.9807818938185109
