feature,importance
DEW_C,0.6927657909994106
RH_PCT,0.2555233605205647
LATITUDE,0.0170982130331937
LONGITUDE,0.0091901084630869
DAY_OF_YEAR,0.0060803621541799
ELEVATION,0.0051779409178948
SLP_HPA,0.0051073540354741
WIND_SPEED,0.0032017227447611
HOUR,0.0023771556970557
MONTH,0.0017678070958469
VIS_M,0.0008853659425594305
PRECIP_MM,0.0006409985132834152
WIND_DIR,0.00018381988268850288
