Predicted_Temperature_C,Actual_Temperature_C
0.06150239459842036,0.0
-4.682562587904384,-2.7
11.22604571648335,11.0
20.83402515940873,19.8
12.050005041169902,15.5
-0.4985003849867383,-0.9
0.06150239459842036,0.0
15.048529651421315,15.6
4.8200697649546145,6.4
11.22604571648335,13.0
20.83402515940873,23.0
12.050005041169902,14.2
13.734998399357966,12.2
11.22604571648335,12.0
3.352590430490607,3.4
13.734998399357966,12.2
15.048529651421315,17.2
13.734998399357966,12.2
12.580887868852873,14.7
15.048529651421315,15.2
22.540249488907886,20.2
0.06150239459842036,-1.5
13.734998399357966,14.1
20.381062823688666,15.5
8.865895095220333,9.0
17.727872520121963,17.0
17.681313388861074,19.5
13.734998399357966,16.0
16.19447546818955,15.5
20.198216313570054,19.7
11.22604571648335,9.5
20.198216313570054,21.5
16.19447546818955,16.5
17.727872520121963,18.2
25.813426922200794,24.7
11.22604571648335,12.6
17.727872520121963,18.4
20.198216313570054,19.1
13.734998399357966,14.6
13.734998399357966,13.7
20.198216313570054,20.5
18.13067020945353,18.5
0.06150239459842036,-3.6
17.727872520121963,15.6
0.06150239459842036,-1.8
0.06150239459842036,-2.0
-4.682562587904384,-3.5
0.06150239459842036,0.7
0.06150239459842036,1.1
16.19447546818955,15.1
21.354283418316168,21.0
0.06150239459842036,-1.2
-4.682562587904384,-1.8
17.727872520121963,16.3
-4.682562587904384,-5.9
0.06150239459842036,-2.9
0.06150239459842036,1.7
0.06150239459842036,0.1
4.8200697649546145,2.6
-0.4985003849867383,1.5
8.865895095220333,10.6
-23.396689014349587,-22.8
-23.396689014349587,-23.7
-29.141823623510003,-21.9
13.734998399357966,14.5
17.727872520121963,16.2
-4.682562587904384,-5.3
22.540249488907886,24.0
13.734998399357966,12.5
0.06150239459842036,-2.0
-4.682562587904384,-4.0
0.06150239459842036,0.2
8.865895095220333,9.1
-4.682562587904384,-7.4
0.06150239459842036,0.3
-23.396689014349587,-23.2
4.8200697649546145,2.1
3.352590430490607,2.0
17.727872520121963,17.2
8.694026332432669,9.2
-4.682562587904384,-6.5
0.06150239459842036,0.5
13.734998399357966,13.2
-15.271183860614407,-13.6
10.77445106066242,9.6
13.734998399357966,11.3
17.727872520121963,19.2
0.06150239459842036,2.5
-4.682562587904384,-2.9
8.694026332432669,9.7
3.352590430490607,2.1
20.198216313570054,20.2
0.06150239459842036,2.5
-9.992188727766287,-13.4
3.352590430490607,1.9
3.352590430490607,4.3
-4.682562587904384,-0.7
-23.396689014349587,-22.1
13.734998399357966,16.7
-4.682562587904384,-5.0
0.06150239459842036,-1.0
8.865895095220333,7.5
-4.682562587904384,-6.1
0.06150239459842036,-0.4
16.589320931178158,18.0
13.734998399357966,11.0
0.06150239459842036,-0.8
0.06150239459842036,-1.2
12.050005041169902,11.4
13.734998399357966,15.9
18.13067020945353,17.1
-4.682562587904384,-7.2
6.379610080635975,4.0
16.19447546818955,17.5
0.06150239459842036,2.2
